,original_language,movie,production_budget,worldwide_gross,studio,movie_id,original_title,start_year,runtime_minutes,genres,averagerating,numvotes
409,en,J. Edgar,"$35,000,000","$84,606,030",WB,tt1616195,J. Edgar,2011,137.0,"Biography,Crime,Drama",6.6,115925
410,en,Justin Bieber: Never Say Never,"$13,000,000","$99,034,125",Par.,tt1702443,Justin Bieber: Never Say Never,2011,105.0,"Documentary,Music",1.6,74978
411,en,Our Idiot Brother,"$5,000,000","$25,861,249",Wein.,tt1637706,Our Idiot Brother,2011,90.0,"Comedy,Drama",6.4,80738
412,en,The Innkeepers,"$750,000","$1,011,535",Magn.,tt1594562,The Innkeepers,2011,101.0,"Drama,Horror,Mystery",5.5,31089
413,en,Jumping the Broom,"$7,000,000","$38,158,601",TriS,tt1640484,Jumping the Broom,2011,112.0,"Comedy,Drama",5.7,9089
414,en,Soul Surfer,"$18,000,000","$47,158,652",TriS,tt1596346,Soul Surfer,2011,112.0,"Biography,Drama,Family",7.1,41659
415,en,The Eagle,"$25,000,000","$38,993,548",Focus,tt1034389,The Eagle,2011,114.0,"Action,Adventure,Drama",6.2,61475
416,en,Apollo 18,"$5,000,000","$26,517,819",W/Dim.,tt1772240,Apollo 18,2011,86.0,"Horror,Mystery,Sci-Fi",5.2,51427
417,en,Young Adult,"$12,000,000","$22,750,356",Par.,tt1625346,Young Adult,2011,94.0,"Comedy,Drama",6.3,74071
418,en,I Don't Know How She Does It,"$24,000,000","$24,474,463",Wein.,tt1742650,I Don't Know How She Does It,2011,89.0,"Comedy,Romance",4.9,18552
419,en,The Roommate,"$16,000,000","$52,545,707",SGem,tt1265990,The Roommate,2011,91.0,"Drama,Thriller",4.9,33062
420,en,Happy Feet Two,"$135,000,000","$157,956,466",WB,tt1402488,Happy Feet Two,2011,100.0,"Adventure,Animation,Comedy",5.9,38396
421,en,Anonymous,"$27,500,000","$15,815,509",Sony,tt1521197,Anonymous,2011,130.0,"Drama,Thriller",6.9,37932
422,en,Shark Night 3D,"$25,000,000","$18,877,153",Rela.,tt1633356,Shark Night 3D,2011,90.0,"Horror,Thriller",4.0,23190
423,en,A Little Bit of Heaven,"$12,500,000","$1,100,287",MNE,tt1440161,A Little Bit of Heaven,2011,106.0,"Comedy,Drama,Fantasy",6.3,26441
424,en,Red State,"$4,000,000","$1,983,596",SMod,tt0873886,Red State,2011,88.0,"Action,Crime,Horror",6.2,59266
425,en,Cedar Rapids,"$10,000,000","$7,862,131",FoxS,tt1477837,Cedar Rapids,2011,87.0,Comedy,6.3,34759
426,fr,Polisse,"$8,900,000","$22,744,132",IFC,tt1661420,Polisse,2011,127.0,"Crime,Drama",7.3,12506
427,en,The Son of No One,"$15,000,000","$1,148,578",Anch.,tt1535612,The Son of No One,2011,90.0,"Action,Crime,Drama",5.1,15743
428,en,Something Borrowed,"$35,000,000","$65,084,116",WB,tt0491152,Something Borrowed,2011,112.0,"Comedy,Drama,Romance",5.9,54314
429,en,Blackthorn,"$4,500,000","$1,217,307",Magn.,tt1629705,Blackthorn,2011,102.0,"Action,Adventure,Western",6.6,8553
430,en,Bernie,"$6,000,000","$10,106,975",MNE,tt1704573,Bernie,2011,99.0,"Biography,Comedy,Crime",6.8,53765
431,en,Bernie,"$6,000,000","$10,106,975",MNE,tt1704573,Bernie,2011,99.0,"Biography,Comedy,Crime",6.8,53765
432,en,Dylan Dog: Dead of Night,"$20,000,000","$6,093,725",OMNI/FSR,tt1013860,Dylan Dog: Dead of Night,2010,107.0,"Action,Comedy,Crime",5.1,14120
433,en,The Devil's Double,"$19,100,000","$5,965,646",LGF,tt1270262,The Devil's Double,2011,109.0,"Biography,Drama,Thriller",7.1,58342
434,en,Everything Must Go,"$5,000,000","$2,821,010",RAtt.,tt1531663,Everything Must Go,2010,97.0,"Comedy,Drama",6.4,45799
435,en,Sanctum,"$30,000,000","$108,957,098",Uni.,tt0881320,Sanctum,2011,108.0,"Adventure,Drama,Thriller",5.9,51318
436,en,Submarine,"$1,900,000","$4,581,937",Wein.,tt1440292,Submarine,2010,97.0,"Comedy,Drama,Romance",7.3,79810
437,en,Courageous,"$2,000,000","$35,185,884",TriS,tt1630036,Courageous,2011,129.0,Drama,7.0,17586
438,en,The Beaver,"$21,000,000","$5,046,038",Sum.,tt1321860,The Beaver,2011,91.0,Drama,6.7,45173
439,en,Larry Crowne,"$30,000,000","$61,449,135",Uni.,tt1583420,Larry Crowne,2011,98.0,"Comedy,Drama,Romance",6.1,58927
440,en,Sound of My Voice,"$135,000","$429,448",FoxS,tt1748207,Sound of My Voice,2011,85.0,"Drama,Mystery,Sci-Fi",6.6,19387
441,en,Silent House,"$2,000,000","$16,610,760",ORF,tt1767382,Silent House,2011,86.0,"Drama,Horror,Mystery",5.3,20831
442,en,The Big Year,"$41,000,000","$7,684,524",Fox,tt1053810,The Big Year,2011,100.0,Comedy,6.2,39522
443,en,There Be Dragons,"$36,000,000","$4,020,990",Gold.,tt1316616,There Be Dragons,2011,122.0,"Biography,Drama,War",5.8,4326
444,en,Prom,"$8,000,000","$10,763,183",BV,tt1604171,Prom,2011,104.0,"Comedy,Drama,Family",5.4,14279
445,en,The Conspirator,"$25,000,000","$15,907,411",RAtt.,tt0968264,The Conspirator,2010,122.0,"Crime,Drama,History",6.9,26416
446,en,Albert Nobbs,"$7,500,000","$8,539,003",RAtt.,tt1602098,Albert Nobbs,2011,113.0,"Drama,Romance",6.7,22213
447,en,Water for Elephants,"$38,000,000","$116,809,717",Fox,tt1067583,Water for Elephants,2011,120.0,"Drama,Romance",6.9,105812
448,fr,Point Blank,"$3,000,000",$0,Magn.,tt1545759,À bout portant,2010,81.0,"Action,Crime,Drama",6.8,12706
449,fr,Point Blank,"$3,000,000",$0,Magn.,tt3735086,À Queima Roupa,2015,92.0,"Crime,Documentary,History",8.2,15
450,fr,Le Havre,"$5,500,000","$13,480,196",Jan.,tt1508675,Le Havre,2011,93.0,"Comedy,Drama",7.2,18490
451,en,A Better Life,"$10,000,000","$1,884,251",Sum.,tt1554091,A Better Life,2011,98.0,"Drama,Romance",7.2,14602
452,en,A Better Life,"$10,000,000","$1,884,251",Sum.,tt2027265,Une vie meilleure,2011,110.0,Drama,6.6,1519
453,en,A Better Life,"$10,000,000","$1,884,251",Sum.,tt1554091,A Better Life,2011,98.0,"Drama,Romance",7.2,14602
454,en,A Better Life,"$10,000,000","$1,884,251",Sum.,tt2027265,Une vie meilleure,2011,110.0,Drama,6.6,1519
455,en,Beautiful Boy,"$25,000,000","$13,031,424",Anch.,tt1226837,Beautiful Boy,2018,120.0,"Biography,Drama",7.3,30368
456,en,Beautiful Boy,"$25,000,000","$13,031,424",Anch.,tt1533013,Beautiful Boy,2010,100.0,Drama,6.6,6058
457,en,Beautiful Boy,"$25,000,000","$13,031,424",Anch.,tt1226837,Beautiful Boy,2018,120.0,"Biography,Drama",7.3,30368
458,en,Beautiful Boy,"$25,000,000","$13,031,424",Anch.,tt1533013,Beautiful Boy,2010,100.0,Drama,6.6,6058
459,en,Another Happy Day,"$4,000,000","$978,527",P4,tt1719071,Another Happy Day,2011,119.0,"Comedy,Drama",6.0,3793
460,en,Transformers: Dark of the Moon,"$195,000,000","$1,123,790,543",P/DW,tt1399103,Transformers: Dark of the Moon,2011,154.0,"Action,Adventure,Sci-Fi",6.2,366409
461,en,Inside Out,"$175,000,000","$854,235,992",BV,tt1640486,Inside Out,2011,93.0,"Crime,Drama",4.6,1566
462,en,Inside Out,"$175,000,000","$854,235,992",BV,tt2071483,Inside Out,2011,59.0,Family,7.3,15
463,en,Inside Out,"$175,000,000","$854,235,992",BV,tt2096673,Inside Out,2015,95.0,"Adventure,Animation,Comedy",8.2,536181
464,en,Inside Out,"$175,000,000","$854,235,992",BV,tt2608638,Inside Out,2013,75.0,"Biography,Documentary,History",7.5,60
465,en,Inside Out,"$175,000,000","$854,235,992",BV,tt1640486,Inside Out,2011,93.0,"Crime,Drama",4.6,1566
466,en,Inside Out,"$175,000,000","$854,235,992",BV,tt2071483,Inside Out,2011,59.0,Family,7.3,15
467,en,Inside Out,"$175,000,000","$854,235,992",BV,tt2096673,Inside Out,2015,95.0,"Adventure,Animation,Comedy",8.2,536181
468,en,Inside Out,"$175,000,000","$854,235,992",BV,tt2608638,Inside Out,2013,75.0,"Biography,Documentary,History",7.5,60
469,en,Brighton Rock,"$11,000,000","$229,653",IFC,tt1233192,Brighton Rock,2010,111.0,"Crime,Drama,Thriller",5.7,5784
470,en,Higher Ground,"$1,800,000","$842,693",SPC,tt1562568,Higher Ground,2011,109.0,Drama,6.3,2869
471,en,Snow Flower and the Secret Fan,"$6,000,000","$11,348,205",FoxS,tt1541995,Snow Flower and the Secret Fan,2011,104.0,"Drama,History",6.1,3429
472,en,The Future,"$1,000,000","$1,239,174",RAtt.,tt1235170,The Future,2011,91.0,"Drama,Fantasy,Romance",6.2,7648
473,it,The Future,"$1,000,000","$1,239,174",RAtt.,tt1235170,The Future,2011,91.0,"Drama,Fantasy,Romance",6.2,7648
474,fa,Circumstance,"$900,000","$958,978",RAtt.,tt1684628,Circumstance,2011,107.0,Drama,5.9,7055
475,en,Fast Five,"$125,000,000","$630,163,454",Uni.,tt1596343,Fast Five,2011,130.0,"Action,Crime,Thriller",7.3,329892
476,en,Black Panther,"$200,000,000","$1,348,258,224",BV,tt1825683,Black Panther,2018,134.0,"Action,Adventure,Sci-Fi",7.3,516148
477,en,Black Panther,"$200,000,000","$1,348,258,224",BV,tt1825683,Black Panther,2018,134.0,"Action,Adventure,Sci-Fi",7.3,516148
478,hi,Dum Maaro Dum,"$5,200,000","$11,633,427",FoxS,tt1618430,Dum Maaro Dum,2011,128.0,"Action,Crime,Drama",6.2,3616
479,en,X-Men: First Class,"$160,000,000","$355,408,305",Fox,tt1270798,X: First Class,2011,131.0,"Action,Adventure,Sci-Fi",7.7,608930
480,ko,The Last Godfather,"$13,400,000","$164,247",RAtt.,tt1584131,The Last Godfather,2010,100.0,"Comedy,Crime,Romance",3.7,1071
481,en,The Forest,"$10,000,000","$40,749,230",Focus,tt1488602,The Forest,2011,98.0,"Horror,Thriller",3.5,135
482,en,The Forest,"$10,000,000","$40,749,230",Focus,tt3387542,The Forest,2016,93.0,"Horror,Mystery,Thriller",4.8,36423
483,en,The Forest,"$10,000,000","$40,749,230",Focus,tt3592218,Pãdurea,2014,72.0,"Documentary,History",7.1,19
484,en,The Forest,"$10,000,000","$40,749,230",Focus,tt4982356,The Forest,2016,109.0,"Drama,Fantasy,Horror",6.5,222
485,en,The Forest,"$10,000,000","$40,749,230",Focus,tt1488602,The Forest,2011,98.0,"Horror,Thriller",3.5,135
486,en,The Forest,"$10,000,000","$40,749,230",Focus,tt3387542,The Forest,2016,93.0,"Horror,Mystery,Thriller",4.8,36423
487,en,The Forest,"$10,000,000","$40,749,230",Focus,tt3592218,Pãdurea,2014,72.0,"Documentary,History",7.1,19
488,en,The Forest,"$10,000,000","$40,749,230",Focus,tt4982356,The Forest,2016,109.0,"Drama,Fantasy,Horror",6.5,222
489,th,The Forest,"$10,000,000","$40,749,230",Focus,tt1488602,The Forest,2011,98.0,"Horror,Thriller",3.5,135
490,th,The Forest,"$10,000,000","$40,749,230",Focus,tt3387542,The Forest,2016,93.0,"Horror,Mystery,Thriller",4.8,36423
491,th,The Forest,"$10,000,000","$40,749,230",Focus,tt3592218,Pãdurea,2014,72.0,"Documentary,History",7.1,19
492,th,The Forest,"$10,000,000","$40,749,230",Focus,tt4982356,The Forest,2016,109.0,"Drama,Fantasy,Horror",6.5,222
493,en,Snatched,"$42,000,000","$57,852,177",Fox,tt1245534,Snatched,2011,81.0,Comedy,5.5,61
494,en,Snatched,"$42,000,000","$57,852,177",Fox,tt2334871,Snatched,2017,90.0,"Action,Adventure,Comedy",4.5,29997
495,en,Snatched,"$42,000,000","$57,852,177",Fox,tt1245534,Snatched,2011,81.0,Comedy,5.5,61
496,en,Snatched,"$42,000,000","$57,852,177",Fox,tt2334871,Snatched,2017,90.0,"Action,Adventure,Comedy",4.5,29997
497,en,Nerve,"$20,000,000","$70,652,284",LGF,tt1772317,Nerve,2011,83.0,"Comedy,Drama",6.8,88
498,en,Nerve,"$20,000,000","$70,652,284",LGF,tt2495778,Nerve,2013,86.0,"Drama,Mystery,Thriller",4.6,118
499,en,Nerve,"$20,000,000","$70,652,284",LGF,tt3531824,Nerve,2016,96.0,"Action,Adventure,Crime",6.5,102782
500,en,Nerve,"$20,000,000","$70,652,284",LGF,tt5324464,Nerve,2015,62.0,"Documentary,History",6.2,6
501,en,Nerve,"$20,000,000","$70,652,284",LGF,tt1772317,Nerve,2011,83.0,"Comedy,Drama",6.8,88
502,en,Nerve,"$20,000,000","$70,652,284",LGF,tt2495778,Nerve,2013,86.0,"Drama,Mystery,Thriller",4.6,118
503,en,Nerve,"$20,000,000","$70,652,284",LGF,tt3531824,Nerve,2016,96.0,"Action,Adventure,Crime",6.5,102782
504,en,Nerve,"$20,000,000","$70,652,284",LGF,tt5324464,Nerve,2015,62.0,"Documentary,History",6.2,6
505,en,Nerve,"$20,000,000","$70,652,284",LGF,tt1772317,Nerve,2011,83.0,"Comedy,Drama",6.8,88
506,en,Nerve,"$20,000,000","$70,652,284",LGF,tt2495778,Nerve,2013,86.0,"Drama,Mystery,Thriller",4.6,118
507,en,Nerve,"$20,000,000","$70,652,284",LGF,tt3531824,Nerve,2016,96.0,"Action,Adventure,Crime",6.5,102782
508,en,Nerve,"$20,000,000","$70,652,284",LGF,tt5324464,Nerve,2015,62.0,"Documentary,History",6.2,6
509,hu,Vacation,"$31,000,000","$102,306,500",WB (NL),tt1524930,Vacation,2015,99.0,"Adventure,Comedy",6.1,87582
510,en,Vacation,"$31,000,000","$102,306,500",WB (NL),tt1524930,Vacation,2015,99.0,"Adventure,Comedy",6.1,87582
511,xx,The D Train,"$3,000,000","$772,366",IFC,tt2690138,The D Train,2015,101.0,"Comedy,Drama",5.0,10066
512,en,The D Train,"$3,000,000","$772,366",IFC,tt2690138,The D Train,2015,101.0,"Comedy,Drama",5.0,10066
513,en,The Boy Next Door,"$4,000,000","$53,401,938",Uni.,tt3181822,The Boy Next Door,2015,91.0,"Horror,Thriller",4.7,34816
514,en,The Boy Next Door,"$4,000,000","$53,401,938",Uni.,tt3181822,The Boy Next Door,2015,91.0,"Horror,Thriller",4.7,34816
515,en,Paranoia,"$40,000,000","$16,340,767",Rela.,tt1413495,Paranoia,2013,106.0,"Drama,Thriller",5.7,33149
516,en,Paranoia,"$40,000,000","$16,340,767",Rela.,tt1904995,Paranoia,2012,87.0,Thriller,5.3,26
517,en,Paranoia,"$40,000,000","$16,340,767",Rela.,tt1413495,Paranoia,2013,106.0,"Drama,Thriller",5.7,33149
518,en,Paranoia,"$40,000,000","$16,340,767",Rela.,tt1904995,Paranoia,2012,87.0,Thriller,5.3,26
519,en,Paranoia,"$40,000,000","$16,340,767",Rela.,tt1413495,Paranoia,2013,106.0,"Drama,Thriller",5.7,33149
520,en,Paranoia,"$40,000,000","$16,340,767",Rela.,tt1904995,Paranoia,2012,87.0,Thriller,5.3,26
521,en,Paranoia,"$40,000,000","$16,340,767",Rela.,tt1413495,Paranoia,2013,106.0,"Drama,Thriller",5.7,33149
522,en,Paranoia,"$40,000,000","$16,340,767",Rela.,tt1904995,Paranoia,2012,87.0,Thriller,5.3,26
523,en,Sinister,"$3,000,000","$87,727,807",LG/S,tt1922777,Sinister,2012,110.0,"Horror,Mystery,Thriller",6.8,198345
524,en,Sinister,"$3,000,000","$87,727,807",LG/S,tt1922777,Sinister,2012,110.0,"Horror,Mystery,Thriller",6.8,198345
525,en,Snitch,"$15,000,000","$57,907,734",LG/S,tt0882977,Snitch,2013,112.0,"Action,Drama,Thriller",6.5,78142
526,en,Snitch,"$850,000",$0,LG/S,tt0882977,Snitch,2013,112.0,"Action,Drama,Thriller",6.5,78142
527,en,Snitch,"$15,000,000","$57,907,734",LG/S,tt0882977,Snitch,2013,112.0,"Action,Drama,Thriller",6.5,78142
528,en,Snitch,"$850,000",$0,LG/S,tt0882977,Snitch,2013,112.0,"Action,Drama,Thriller",6.5,78142
529,en,The Hobbit: An Unexpected Journey,"$250,000,000","$1,017,003,568",WB (NL),tt0903624,The Hobbit: An Unexpected Journey,2012,169.0,"Adventure,Family,Fantasy",7.9,719629
530,en,The Dark Knight Rises,"$275,000,000","$1,084,439,099",WB,tt1345836,The Dark Knight Rises,2012,164.0,"Action,Thriller",8.4,1387769
531,en,Prometheus,"$125,000,000","$402,448,265",Fox,tt1446714,Prometheus,2012,124.0,"Adventure,Mystery,Sci-Fi",7.0,538720
532,en,The Amazing Spider-Man,"$220,000,000","$757,890,267",Sony,tt0948470,The Amazing Spider-Man,2012,136.0,"Action,Adventure,Sci-Fi",7.0,525632
533,en,Wreck-It Ralph,"$165,000,000","$496,511,521",BV,tt1772341,Wreck-It Ralph,2012,101.0,"Adventure,Animation,Comedy",7.7,344496
534,en,Battleship,"$220,000,000","$313,477,717",Uni.,tt1440129,Battleship,2012,131.0,"Action,Adventure,Sci-Fi",5.8,225342
535,en,Django Unchained,"$100,000,000","$449,948,323",Wein.,tt1853728,Django Unchained,2012,165.0,"Drama,Western",8.4,1211405
536,en,Snow White and the Huntsman,"$170,000,000","$401,021,746",Uni.,tt1735898,Snow White and the Huntsman,2012,127.0,"Action,Adventure,Drama",6.1,258938
537,en,Skyfall,"$200,000,000","$1,110,526,981",Sony,tt1074638,Skyfall,2012,143.0,"Action,Adventure,Thriller",7.8,592221
538,en,Madagascar 3: Europe's Most Wanted,"$145,000,000","$746,921,271",P/DW,tt1277953,Madagascar 3: Europe's Most Wanted,2012,93.0,"Adventure,Animation,Comedy",6.8,146858
539,en,John Carter,"$275,000,000","$282,778,100",BV,tt0401729,John Carter,2012,132.0,"Action,Adventure,Sci-Fi",6.6,241792
540,en,Jack Reacher,"$60,000,000","$217,370,736",Par.,tt0790724,Jack Reacher,2012,130.0,"Action,Crime,Thriller",7.0,284547
541,en,The Bourne Legacy,"$125,000,000","$280,355,920",Uni.,tt1194173,The Bourne Legacy,2012,135.0,"Action,Adventure,Thriller",6.7,268678
542,en,Ice Age: Continental Drift,"$95,000,000","$879,765,137",Fox,tt1667889,Ice Age: Continental Drift,2012,88.0,"Adventure,Animation,Comedy",6.6,175601
543,en,The Expendables 2,"$100,000,000","$311,979,256",LGF,tt1764651,The Expendables 2,2012,103.0,"Action,Adventure,Thriller",6.6,277584
544,en,American Reunion,"$50,000,000","$236,799,211",Uni.,tt1605630,American Reunion,2012,113.0,Comedy,6.7,192250
545,en,Looper,"$30,000,000","$170,466,405",TriS,tt1276104,Looper,2012,113.0,"Action,Crime,Drama",7.4,500595
546,en,Taken 2,"$45,000,000","$377,807,404",Fox,tt1397280,Taken 2,2012,92.0,"Action,Thriller",6.3,273106
547,en,Argo,"$44,500,000","$227,140,757",WB,tt1024648,Argo,2012,120.0,"Biography,Drama,Thriller",7.7,534683
548,en,Dark Shadows,"$150,000,000","$238,202,668",WB,tt1077368,Dark Shadows,2012,113.0,"Comedy,Fantasy,Horror",6.2,229818
549,en,The Man with the Iron Fists,"$15,000,000","$22,018,988",Uni.,tt1258972,The Man with the Iron Fists,2012,95.0,Action,5.4,58185
550,en,Silver Linings Playbook,"$21,000,000","$236,412,453",Wein.,tt1045658,Silver Linings Playbook,2012,122.0,"Comedy,Drama,Romance",7.7,621018
551,en,Hotel Transylvania,"$85,000,000","$378,505,812",Sony,tt0837562,Hotel Transylvania,2012,91.0,"Animation,Comedy,Family",7.1,204571
552,en,The Perks of Being a Wallflower,"$13,000,000","$33,069,303",LG/S,tt1659337,The Perks of Being a Wallflower,2012,103.0,Drama,8.0,422671
553,en,Life of Pi,"$120,000,000","$620,912,003",Fox,tt0454876,Life of Pi,2012,127.0,"Adventure,Drama,Fantasy",7.9,535836
554,en,Wrath of the Titans,"$150,000,000","$305,270,083",WB,tt1646987,Wrath of the Titans,2012,99.0,"Action,Adventure,Fantasy",5.7,172330
555,en,Rise of the Guardians,"$145,000,000","$306,900,902",P/DW,tt1446192,Rise of the Guardians,2012,97.0,"Action,Adventure,Animation",7.3,145281
556,en,21 Jump Street,"$42,000,000","$202,812,429",Sony,tt1232829,21 Jump Street,2012,109.0,"Action,Comedy,Crime",7.2,477771
557,en,Cloud Atlas,"$102,000,000","$130,673,154",WB,tt1371111,Cloud Atlas,2012,172.0,"Action,Drama,Mystery",7.4,326473
558,en,The Impossible,"$40,000,000","$169,590,606",LG/S,tt1649419,Lo imposible,2012,114.0,"Drama,History,Thriller",7.6,177762
559,en,Chernobyl Diaries,"$1,000,000","$42,411,721",WB,tt1991245,Chernobyl Diaries,2012,86.0,"Horror,Mystery,Thriller",5.0,60304
560,en,Frankenweenie,"$39,000,000","$81,150,788",BV,tt1142977,Frankenweenie,2012,87.0,"Animation,Comedy,Family",7.0,89489
561,en,Ted,"$50,000,000","$556,016,627",Uni.,tt1637725,Ted,2012,106.0,"Comedy,Fantasy",6.9,538367
562,en,Journey 2: The Mysterious Island,"$79,000,000","$318,146,162",WB (NL),tt1397514,Journey 2: The Mysterious Island,2012,94.0,"Action,Adventure,Comedy",5.8,83507
563,en,Zero Dark Thirty,"$52,500,000","$134,612,435",Sony,tt1790885,Zero Dark Thirty,2012,157.0,"Drama,Thriller",7.4,251072
564,en,The Hunger Games,"$80,000,000","$677,923,379",LGF,tt1392170,The Hunger Games,2012,142.0,"Action,Adventure,Sci-Fi",7.2,795227
565,en,Moonrise Kingdom,"$16,000,000","$68,848,446",Focus,tt1748122,Moonrise Kingdom,2012,94.0,"Adventure,Comedy,Drama",7.8,291750
566,en,Pitch Perfect,"$17,000,000","$116,044,347",Uni.,tt1981677,Pitch Perfect,2012,112.0,"Comedy,Music,Romance",7.2,256565
567,en,Killer Joe,"$10,000,000","$4,659,110",LD,tt1726669,Killer Joe,2011,102.0,"Crime,Drama,Thriller",6.7,67842
568,en,Magic Mike,"$7,000,000","$170,549,753",WB,tt1915581,Magic Mike,2012,110.0,"Comedy,Drama",6.1,123955
569,en,ParaNorman,"$60,000,000","$108,119,662",Focus,tt1623288,ParaNorman,2012,92.0,"Adventure,Animation,Comedy",7.0,87250
570,en,Dredd,"$45,000,000","$41,467,606",LGF,tt1343727,Dredd,2012,95.0,"Action,Crime,Sci-Fi",7.1,234616
571,en,Mirror Mirror,"$85,000,000","$173,613,482",Rela.,tt1667353,Mirror Mirror,2012,106.0,"Adventure,Comedy,Drama",5.6,79510
572,en,End of Watch,"$15,000,000","$57,586,606",ORF,tt1855199,End of Watch,2012,109.0,"Action,Crime,Drama",7.6,211308
573,en,The Lucky One,"$25,000,000","$96,633,833",WB,tt1327194,The Lucky One,2012,101.0,"Drama,Romance",6.5,94359
574,en,Safe House,"$85,000,000","$208,542,162",Uni.,tt1599348,Safe House,2012,115.0,"Action,Adventure,Crime",6.8,192655
575,en,The Vow,"$30,000,000","$197,618,160",SGem,tt1606389,The Vow,2012,104.0,"Drama,Romance",6.8,173629
576,en,The Master,"$37,500,000","$50,647,416",Wein.,tt1560747,The Master,2012,138.0,Drama,7.1,131365
577,en,The Master,"$37,500,000","$50,647,416",Wein.,tt4117096,The Master,2014,,Documentary,8.0,130
578,en,The Master,"$37,500,000","$50,647,416",Wein.,tt4273106,The Master,2014,86.0,"Action,History",4.8,54
579,zh,The Master,"$37,500,000","$50,647,416",Wein.,tt1560747,The Master,2012,138.0,Drama,7.1,131365
580,zh,The Master,"$37,500,000","$50,647,416",Wein.,tt4117096,The Master,2014,,Documentary,8.0,130
581,zh,The Master,"$37,500,000","$50,647,416",Wein.,tt4273106,The Master,2014,86.0,"Action,History",4.8,54
582,en,That's My Boy,"$57,500,000","$58,085,235",Sony,tt1232200,That's My Boy,2012,116.0,Comedy,5.6,83009
583,en,The Woman in Black,"$15,000,000","$128,955,898",CBS,tt1596365,The Woman in Black,2012,95.0,"Drama,Fantasy,Horror",6.4,165357
584,en,Lincoln,"$65,000,000","$273,346,281",BV,tt0443272,Lincoln,2012,150.0,"Biography,Drama,History",7.4,228701
585,en,The Dictator,"$65,000,000","$180,148,897",Par.,tt1645170,The Dictator,2012,83.0,Comedy,6.4,250976
586,en,Abraham Lincoln: Vampire Hunter,"$67,500,000","$137,489,730",Fox,tt1611224,Abraham Lincoln: Vampire Hunter,2012,105.0,"Action,Fantasy,Horror",5.9,142853
587,en,Premium Rush,"$35,000,000","$31,393,201",Sony,tt1547234,Premium Rush,2012,91.0,"Action,Crime,Thriller",6.5,105279
588,en,Contraband,"$25,000,000","$98,406,855",Uni.,tt1524137,Contraband,2012,109.0,"Action,Crime,Drama",6.5,111709
589,en,What to Expect When You're Expecting,"$37,500,000","$88,473,016",LGF,tt1586265,What to Expect When You're Expecting,2012,110.0,"Comedy,Drama,Romance",5.7,65890
590,en,Act of Valor,"$12,000,000","$82,497,035",Rela.,tt1591479,Act of Valor,2012,110.0,"Action,Adventure,Drama",6.5,63787
591,en,Lawless,"$26,000,000","$54,393,687",Wein.,tt1212450,Lawless,2012,116.0,"Crime,Drama",7.3,214055
592,en,Arbitrage,"$12,000,000","$35,830,713",RAtt.,tt1764183,Arbitrage,2012,107.0,"Drama,Thriller",6.6,46774
593,en,This Means War,"$65,000,000","$156,974,557",Fox,tt1596350,This Means War,2012,103.0,"Action,Comedy,Romance",6.3,167438
594,en,Flight,"$31,000,000","$160,558,438",Par.,tt1907668,Flight,2012,138.0,"Drama,Thriller",7.3,303009
595,en,Rock of Ages,"$70,000,000","$61,031,932",WB (NL),tt1336608,Rock of Ages,2012,123.0,"Comedy,Drama,Musical",5.9,69910
596,en,Diary of a Wimpy Kid: Dog Days,"$22,000,000","$77,229,695",Fox,tt2023453,Diary of a Wimpy Kid: Dog Days,2012,94.0,"Comedy,Family",6.3,19571
597,en,Killing Them Softly,"$15,000,000","$39,238,443",Wein.,tt1764234,Killing Them Softly,2012,97.0,"Crime,Thriller",6.2,124086
598,en,Lockout,"$20,000,000","$33,943,049",FD,tt1592525,Lockout,2012,95.0,"Action,Sci-Fi,Thriller",6.1,89554
599,en,Man on a Ledge,"$42,000,000","$49,621,440",LG/S,tt1568338,Man on a Ledge,2012,102.0,"Action,Adventure,Crime",6.6,137507
600,en,The First Time,"$2,000,000","$17,061",Gold.,tt1763303,The First Time,2012,95.0,"Comedy,Drama,Romance",6.9,62589
601,en,Seven Psychopaths,"$13,500,000","$33,035,736",CBS,tt1931533,Seven Psychopaths,2012,110.0,"Comedy,Crime",7.2,223493
602,en,Step Up Revolution,"$33,000,000","$165,552,290",LG/S,tt1800741,Step Up Revolution,2012,99.0,"Drama,Music,Romance",6.5,51295
603,en,The Five-Year Engagement,"$30,000,000","$61,623,819",Uni.,tt1195478,The Five-Year Engagement,2012,124.0,"Comedy,Romance",6.2,88469
604,fr,Amour,"$9,700,000","$36,787,044",SPC,tt1602620,Amour,2012,127.0,"Drama,Romance",7.9,84960
605,en,The Campaign,"$95,000,000","$104,907,746",WB,tt1790886,The Campaign,2012,85.0,Comedy,6.1,118678
606,en,The Campaign,"$95,000,000","$104,907,746",WB,tt2411684,The Campaign,2013,60.0,Documentary,6.9,14
607,en,Here Comes the Boom,"$42,000,000","$73,239,258",Sony,tt1648179,Here Comes the Boom,2012,105.0,"Action,Comedy,Sport",6.4,81761
608,en,Red Tails,"$58,000,000","$50,365,498",Fox,tt0485985,Red Tails,2012,125.0,"Action,Adventure,Drama",5.9,31815
609,en,The Watch,"$55,000,000","$67,130,045",Fox,tt1298649,The Watch,2012,102.0,"Action,Comedy,Horror",5.7,115757
610,en,Parental Guidance,"$25,000,000","$120,832,383",Fox,tt1047540,Parental Guidance,2012,105.0,"Comedy,Family",6.1,23711
